,safegraph_place_id,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags
37117,sg:c05271bd3240472ab523053d0ad028a1,,Jazzar Ahmad MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.46689,-97.386699,8121 National Ave Ste 303,Oklahoma City,OK,73110,US,,,
37321,sg:cf5f62b2db614b95876ebd45c32d6469,,Eden Rose Dispensary,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.504821,-97.565023,3420 N May Ave,Oklahoma City,OK,73112,US,14052933883.0,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""10:15""]], ""Wed"": [[""10:00"", ""10:15""]], ""Thu"": [[""10:00"", ""10:15""]], ""Fri"": [[""10:00"", ""10:15""]], ""Sat"": [[""10:00"", ""10:15""]], ""Sun"": [[""12:00"", ""17:00""]] }",
37582,sg:e255d3bf21f340428e7a6d3c153cbe25,,Big Cheef Dispensary,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.462477,-97.42464100000001,219 S Sooner Rd,Oklahoma City,OK,73110,US,14057247549.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
37832,sg:f552194890c14096babb7426e4076a21,,Jimmy's Egg,SG_BRAND_6fae85dec0d1366a3d40173668577e47,Jimmy's Egg,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.611451,-97.567959,13837 N May Ave,Oklahoma City,OK,73134,US,14057492255.0,,"Brunch,Lunch,American Food,Casual Dining,Breakfast,Catering"
37944,sg:ffde4a7eeeb542f1ae4f2b40f2f23519,,Holy Divine Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.489173,-97.48839100000001,1331 NE 19th St,Oklahoma City,OK,73111,US,14054277865.0,,
38709,sg:34ea62cec9bb41029aa55a2ae3350144,sg:fec0b821d4be4d60a3f2ae4118ec0a0c,Camilyas Cafe,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.581757,-97.56536,10942 N May Ave,Oklahoma City,OK,73120,US,14054184141.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [] }",
39551,sg:70a54fff9ba441c78de643c230ed22a2,sg:8f1b75f27d594469b94e00c537242226,Allstate Insurance,SG_BRAND_5a9e6695c8055aeb6c210e6bfb45d6b5,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.350049,-97.531467,11723 S Western Ave,Oklahoma City,OK,73170,US,14056922411.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""11:00"", ""24:00""]], ""Sun"": [[""11:00"", ""22:00""]] }",
39789,sg:8341bd7439ec4351ab722d0885052eb7,,ARC Document Solutions,SG_BRAND_68da9ccac5f8f7e4487cc6b092611680,ARC Document Solutions,Printing and Related Support Activities,Commercial Printing (except Screen and Books),323111.0,35.493628,-97.582656,3631 NW 23rd St,Oklahoma City,OK,73107,US,14059430378.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
41222,sg:f1184d8759b74b9791b892c03877d03f,,Krave Teriyaki,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.360113,-97.564856,10740 S May Ave Ste 117,Oklahoma City,OK,73170,US,14052422209.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [] }",Japanese Food
41223,sg:f1205dfc51b34f208c9bd07f4487a16e,,The Greens of Central Oklahoma,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.493506,-97.576887,3401 NW 23rd St,Oklahoma City,OK,73107,US,,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
41419,sg:fff0a8d4516d4ba4aeb398bf14487245,,Fresenius Kidney Care,SG_BRAND_e5014d09354c41dedf58bc47f2cdf944,Fresenius Kidney Care,Outpatient Care Centers,Kidney Dialysis Centers,621492.0,35.463625,-97.407645,6908 E Reno Ave,Oklahoma City,OK,73110,US,,,
43107,sg:7523dee2df30414992f4701ceaf57ba0,,Beau's Pet Grooming,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910.0,35.552035,-97.618453,7912 N MacArthur Blvd,Oklahoma City,OK,73132,US,14057280469.0,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",
43415,sg:8b1bffe57af24da69a8c8ff3013cda00,,Sculpted Med Spa & Cryotherapy Center,,,Personal Care Services,Other Personal Care Services,812199.0,35.493475,-97.372338,8913 NE 23rd St Ste B,Oklahoma City,OK,73141,US,14052599127.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",
43776,sg:a64961e08be649c9ac9c70712e91b9c5,,Nicoma Park Convenience Store,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,35.492732000000004,-97.33609399999999,10928 NE 23rd St,Oklahoma City,OK,73141,US,14057696590.0,,
43792,sg:a7e6f457c43c46759e8554030af28e69,,Spices of India,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.510508,-97.585525,3810 NW 39th St,Oklahoma City,OK,73112,US,14059427813.0,,
43992,sg:b661a21049cc46258c18e9b264967ffe,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.405454999999996,-97.52832099999999,6010 S Western Ave,Oklahoma City,OK,73139,US,14056327200.0,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner"
44363,sg:cfe5bd63ac3949cfb0715c335a7b0406,,Check Into Cash,SG_BRAND_e6f6030b78b1cc1527f78b12a81acafc,Check Into Cash,Nondepository Credit Intermediation,Consumer Lending,522291.0,35.405854,-97.519746,432 SW 59th St,Oklahoma City,OK,73109,US,14056341877.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",
44539,sg:ddfefeb4f2e14a1897a3e560000c89f4,,University of Oklahoma Health Sciences Center,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,35.475515,-97.495462,934 NE 8th St,Oklahoma City,OK,73104,US,14052714300.0,,
44668,sg:e984091a3e81472a8b9ec1b21933b09a,,Kidz Being Kidz,,,Child Day Care Services,Child Day Care Services,624410.0,35.420983,-97.536261,1135 SW 44th St,Oklahoma City,OK,73109,US,,,
44730,sg:ee81cd3318264ceebc6311250a43bd9c,,OOZIE Mediterranean Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.480354999999996,-97.526062,1211 N Shartel Ave Ste 102,Oklahoma City,OK,73103,US,14057247659.0,,"Mediterranean Food,Middle Eastern Food"
44898,sg:fd1fbc8b1741432389f645a5770964e4,,Western Trail Trading Post,,,Used Merchandise Stores,Used Merchandise Stores,453310.0,35.562612,-97.531017,9100 N Western Ave,Oklahoma City,OK,73114,US,14058428306.0,,
44974,sg:030fc0c878d94d65b94969ae34e7229b,,Big River Cafe,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,35.521004,-97.47221400000001,2101 NE 50th St,Oklahoma City,OK,73111,US,,,
45568,sg:2ee736f738ff4e739bc69c85e6973fad,sg:b97610766bc64764ac1daf77d7b6f620,Kohl's,SG_BRAND_64a77880c7f7c1d3133d10e574c97a8b,Kohl's,Department Stores,Department Stores,452210.0,35.561351,-97.651993,9001 NW Passage,Oklahoma City,OK,73132,US,14056211779.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
46727,sg:85a00a7f61fe4897b2e36414a84d7e47,,Boost Mobile,SG_BRAND_828bf870d4d7227c8c54c013e3649586,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,35.405904,-97.53360500000001,1020 SW 59th St,Oklahoma City,OK,73109,US,14056346666.0,"{ ""Mon"": [[""9:30"", ""19:30""]], ""Tue"": [[""9:30"", ""19:30""]], ""Wed"": [[""9:30"", ""19:30""]], ""Thu"": [[""9:30"", ""19:30""]], ""Fri"": [[""9:30"", ""19:30""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",
48489,sg:0a570365bf7b4485a384673d455dd5e0,,Bennett Fertility Institute,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.528618,-97.57737900000001,3433 NW 56th St Ste 200,Oklahoma City,OK,73112,US,,,
48646,sg:1482590c06cc40adafc5731555666ebc,,Mt Olive Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.511858000000004,-97.49363000000001,4000 N Kelley Ave,Oklahoma City,OK,73111,US,14054241705.0,,
49074,sg:35cc9e5ebeaf45d3b5ae3c1b3c003b92,,Passions Dance Studio and Event Center,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.494021999999994,-97.596049,4215 NW 23rd St,Oklahoma City,OK,73107,US,14056015264.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
49372,sg:4b346c05ca684c6ab531d292f9c3a069,sg:700c69a88deb4ca3906392feff0a9c08,INTEGRIS Health,SG_BRAND_714773b72fe5fddd0f27426485ff3532,INTEGRIS Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.581769,-97.582404,10914 Hefner Pointe Dr Ste 202,Oklahoma City,OK,73120,US,14058156840.0,,
49429,sg:4ea1c389bec842b8b04020a22a0d2415,,A Date With Iris,,,Florists,Florists,453110.0,35.513866,-97.53008299999999,4201 N Western Ave,Oklahoma City,OK,73118,US,14056045959.0,"{ ""Mon"": [[""10:00"", ""18:30""]], ""Tue"": [[""10:00"", ""18:30""]], ""Wed"": [[""10:00"", ""18:30""]], ""Thu"": [[""10:00"", ""18:30""]], ""Fri"": [[""10:00"", ""18:30""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }",
49813,sg:68899ef84eb64badbd150580de8a4343,,Children's Lighthouse I,,,Child Day Care Services,Child Day Care Services,624410.0,35.472947,-97.653739,540 N Council Rd,Oklahoma City,OK,73127,US,14057890661.0,,
49818,sg:68e159d6a6ce46e4ba920ebcc6e45919,,Body Shop,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,35.524957,-97.545115,Belleview Dr,Oklahoma City,OK,73112,US,,,
49867,sg:6be05fab1c674b3380ddf96be0687b33,,INTEGRIS Health,SG_BRAND_714773b72fe5fddd0f27426485ff3532,INTEGRIS Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.529026,-97.576471,3433 NW 56th St Ste 660 Bldg B,Oklahoma City,OK,73112,US,,,
50071,sg:7953f4b0da444228bf03bdfa0fcdee16,,Village Christian Church,,,Religious Organizations,Religious Organizations,813110.0,35.56599,-97.559251,Britton Rd & Ridgevi,Oklahoma City,OK,73113,US,,,
50423,sg:92f8c99e7a7c46f3bc3fdf688ab13a3b,,All About You Spa and Fitness,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.376909999999995,-97.542099,1406 SW 89th St,Oklahoma City,OK,73159,US,14057409836.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",
50658,sg:a5af6a7239a8492780ee27d03caa214c,,DC BBQ & Grill,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.446384,-97.441956,1911 S Sunnylane Rd,Oklahoma City,OK,73115,US,14056723663.0,,BBQ and Southern Food
51069,sg:c4fc8de6943647a6aa382bd949cd4ecb,,Gary B Dempsey DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.514742,-97.600666,4300 N Meridian Ave,Oklahoma City,OK,73112,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""14:00""]], ""Fri"": [[""8:00"", ""14:00""]], ""Sat"": [], ""Sun"": [] }",
51341,sg:d946c5f38d41445ab4de819839a9000a,,Markethink Studios Oklahoma,,,Other Miscellaneous Manufacturing,Sign Manufacturing,339950.0,35.561287,-97.545633,1520 Carlisle Private Office,Oklahoma City,OK,73120,US,14057958605.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",
52005,sg:09a155ac90974f069f3d8bcaccbd4eb2,,Fades in A Flash,,,Personal Care Services,Beauty Salons,812112.0,35.509732,-97.600534,3824 N Meridian Ave Ste 103,Oklahoma City,OK,73112,US,14052432340.0,,
52163,sg:1489a356cdcd40349eff53fce72b7577,,Hibdon Tires Plus,SG_BRAND_76d4a8357cca7ea343367efa56444787,Hibdon Tires Plus,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.492922,-97.580148,3508 NW 23rd St,Oklahoma City,OK,73107,US,,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }",
52424,sg:26d54b438d9345d7b163b4a39156198b,,Advantage Roofing,,,Services to Buildings and Dwellings,Carpet and Upholstery Cleaning Services,561740.0,35.425976,-97.494424,3916 S High Ave,Oklahoma City,OK,73129,US,14055058232.0,,
52548,sg:2fbe2408aa2b421a9bce93071704f266,sg:2174da7b4ae94415b1d3efb8ee453c66,Kindley Karen A MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.606967,-97.59903299999999,4200 W Memorial Rd Ste 901,Oklahoma City,OK,73120,US,,,
53146,sg:59d999aff18147b7a1d2570d4630a701,,Church of Christ of Bethany,,,Religious Organizations,Religious Organizations,813110.0,35.522636999999996,-97.625084,6035 NW 50th St,Oklahoma City,OK,73122,US,14057898843.0,,
53207,sg:5eb7f5ee1498488cae6abc0e55c049db,,INTEGRIS Health,SG_BRAND_714773b72fe5fddd0f27426485ff3532,INTEGRIS Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.529056,-97.576444,3300 N.W. Expressway 4th And 10th Floors,Oklahoma City,OK,73112,US,,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""8:00"", ""19:00""]] }",
53267,sg:63bf156b91ee4d6b9801ea9ada1df9d6,,Sherwin-Williams,SG_BRAND_739edde2613c107f7930d838af736899,Sherwin-Williams,Building Material and Supplies Dealers,Paint and Wallpaper Stores,444120.0,35.46295,-97.52942900000001,300 S Western Ave,Oklahoma City,OK,73109,US,14052368621.0,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",
53739,sg:8619c65bcda548a9b48b5a102cc022e7,,Admiral Express,,,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,453210.0,35.457840000000004,-97.594123,4149 Highline Blvd Ste 270,Oklahoma City,OK,73108,US,14059426060.0,,
54438,sg:bad62206ca7b4798a5bfb6c19df93931,,Integrity Senior Care,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Assisted Living Facilities for the Elderly,623312.0,35.584503999999995,-97.566488,11212 N May Ave Ste 207,Oklahoma City,OK,73120,US,,"{ ""Mon"": [[""9:00"", ""13:00""]], ""Tue"": [[""9:00"", ""13:00""]], ""Wed"": [[""9:00"", ""13:00""]], ""Thu"": [[""9:00"", ""13:00""]], ""Fri"": [[""9:00"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",
55416,sg:062af53b84ca4f81add11cd707cbfcc4,,Rodeway Inn,SG_BRAND_61f9ea58114ff6510327c10141b22cd1,Rodeway Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,35.397834,-97.494188,6800 S I 35 Service Rd,Oklahoma City,OK,73149,US,14056313321.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
55890,sg:268aaef6a06349bb9229acbc475ac8a4,,Frates Insurance & Risk Management,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.60774,-97.49969300000001,13439 Broadway Ext,Oklahoma City,OK,73114,US,14052905777.0,,
56160,sg:3a23096654454275af676bfd2db0f9ab,,Express Employment Professionals,SG_BRAND_ebb052acad0f1ee8c75830232699bde0,Express Employment Professionals,Employment Services,Employment Placement Agencies,561311.0,35.390772,-97.528062,804 W I 240 Service Rd Ste B,Oklahoma City,OK,73139,US,14056346600.0,,
56324,sg:449eb41b3c5e4cd3988b0f9d9faea7c2,,B L Liquor Express,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,35.521992,-97.600415,4444 NW 50th St,Oklahoma City,OK,73112,US,14059179997.0,,
57140,sg:839c0a031cb7442582c9e7e812f8d03d,,Select Medical,SG_BRAND_067d3dc3c5235609,Select Medical,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.55523,-97.63776899999999,7000 NW Expressway,Oklahoma City,OK,73132,US,,,
57194,sg:87fb951c1ae24408853ee791d62d66ad,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.335599,-97.52901700000001,13316 S Western Ave Ste N,Oklahoma City,OK,73170,US,14056944420.0,,
57376,sg:958957ac285d4e03b12fde36f525ee00,,Brushed Salon & Makeup Studio,,,Personal Care Services,Beauty Salons,812112.0,35.480488,-97.521015,1212 N Walker Ave Apt 101,Oklahoma City,OK,73103,US,14057612485.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [] }",
58026,sg:ca6138bc00444aa8a41fb2a333d20176,,INTEGRIS Health,SG_BRAND_714773b72fe5fddd0f27426485ff3532,INTEGRIS Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.527102,-97.57574100000001,3330 NW 56th St Ste 305,Oklahoma City,OK,73112,US,14056067800.0,,
58290,sg:de4e96bf594a461f93a94a7d5c661487,sg:ed9ae637f0854873b5d8968453e149c4,Lane Bryant,SG_BRAND_bdf1834156412cd956851be9db5f0f82,Lane Bryant,Clothing Stores,Women's Clothing Stores,448120.0,35.612958,-97.559569,2501 W Memorial Rd Ste 245,Oklahoma City,OK,73134,US,,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",
58786,sg:04f9e970647c4495a994bd54f328f892,,W A Giffhorn DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.419345,-97.5307,4607 S Western Ave,Oklahoma City,OK,73109,US,14056311341.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""1:30"", ""18:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
59174,sg:1d3b69e11dd64af28e0a81903ee10f98,,Bryant Food Mart,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.486458,-97.459561,1715 N Bryant Ave,Oklahoma City,OK,73121,US,14054245530.0,,
59182,sg:1d878812d2c74f34a69d9524de887694,,Sheraton Hotels & Resorts,SG_BRAND_b2f9ed59197409a6f07cfbaa8adfeea5,Sheraton Hotels & Resorts,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,35.467137,-97.515413,1 N Broadway Ave,Oklahoma City,OK,73102,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
59214,sg:1f3c11a5e8fd438c885a30053d0d2536,,Jones ENT & Facial Plastic Surgery,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.609564,-97.52543299999999,609 W Memorial Rd,Oklahoma City,OK,73114,US,,"{ ""Mon"": [], ""Tue"": [[""7:00"", ""16:00""]], ""Wed"": [[""7:00"", ""16:00""]], ""Thu"": [[""7:00"", ""16:00""]], ""Fri"": [[""7:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",
60056,sg:5a852af8d5144f619521323503c90a3b,sg:7df275ab40b04bf28ff089dfb40b5e83,Jenny Craig,SG_BRAND_320873f4bd349bf196f0654214381734,Jenny Craig,Personal Care Services,Diet and Weight Reducing Centers,812191.0,35.557992,-97.642067,8545 N Rockwell Ave,Oklahoma City,OK,73132,US,14057222028.0,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }",
